,sourceIP,destIP,action
1104,0.0.0.0/1,0.0.0.0/4,DENY
1105,5.5.6.6/31,8.0.0.0/6,ALLOW
1106,2.10.9.0/27,9.10.0.0/15,ALLOW
1107,4.10.8.0/25,1.1.0.0/19,ALLOW
1108,2.8.0.0/13,0.0.0.0/0,DENY
1109,1.8.0.0/13,9.5.8.0/24,DENY
1110,3.2.8.0/21,9.0.0.0/11,ALLOW
1111,3.2.0.0/15,9.0.0.0/11,ALLOW
1112,1.0.0.0/10,7.7.0.0/19,DENY
1113,8.8.0.0/13,2.0.0.0/12,DENY
1114,1.6.0.0/17,1.10.0.0/15,ALLOW
1115,1.4.2.0/26,9.1.1.0/26,ALLOW
1116,2.2.0.0/16,10.0.0.0/10,ALLOW
1117,6.3.3.0/24,10.0.0.0/11,DENY
1118,10.0.0.0/9,9.0.0.0/10,DENY
1119,0.0.0.0/3,3.6.1.8/31,DENY
1120,4.1.6.0/28,5.3.4.0/22,ALLOW
1121,0.0.0.0/1,2.0.0.0/7,ALLOW
1122,6.0.0.0/11,3.7.4.0/23,DENY
1123,10.8.0.0/18,0.0.0.0/4,DENY
1124,5.5.0.0/19,2.6.0.0/15,DENY
1125,0.0.0.0/3,6.3.0.0/21,DENY
1126,8.0.0.0/5,8.5.0.0/20,ALLOW
1127,2.0.0.0/14,10.9.0.0/23,DENY
1128,0.0.0.0/2,9.7.0.0/20,DENY
1129,10.0.0.0/7,9.8.1.0/27,ALLOW
1130,9.4.6.0/26,7.5.0.0/16,DENY
1131,3.10.2.0/27,0.0.0.0/6,ALLOW
1132,8.5.2.0/27,6.10.8.0/22,ALLOW
1133,3.4.0.0/14,8.0.0.0/9,DENY
1134,7.6.0.0/21,1.9.3.0/24,ALLOW
1135,9.7.0.0/18,6.1.5.0/26,DENY
1136,6.8.0.0/16,7.8.0.0/15,DENY
1137,8.0.0.0/6,4.1.0.0/21,ALLOW
1138,4.1.9.0/28,4.3.8.0/24,ALLOW
1139,1.0.0.0/9,8.5.9.0/24,ALLOW
1140,10.0.0.0/10,8.0.0.0/13,ALLOW
1141,2.10.8.0/28,6.2.0.0/21,DENY
1142,10.8.0.0/13,4.4.10.0/27,DENY
1143,5.0.0.0/10,6.2.1.0/26,ALLOW
1144,3.8.0.0/19,4.7.0.0/18,DENY
1145,7.6.7.0/26,1.6.3.7,ALLOW
1146,8.0.0.0/13,4.10.10.8,ALLOW
1147,6.8.8.0/28,6.7.4.0/27,DENY
1148,0.0.0.0/0,8.0.0.0/7,DENY
1149,2.4.5.4/30,6.8.9.0/25,ALLOW
1150,3.9.1.0/28,3.3.5.1,DENY
1151,10.7.7.0/27,4.10.0.0/20,DENY
1152,9.2.0.0/19,7.8.0.0/16,DENY
1153,2.0.0.0/7,2.6.0.0/21,DENY
1154,0.0.0.0/5,9.7.0.0/20,ALLOW
1155,8.9.8.0/25,6.7.0.0/17,ALLOW
1156,8.0.0.0/5,7.2.6.0/26,ALLOW
1157,3.1.0.0/18,6.4.0.0/19,DENY
1158,1.4.0.0/20,8.0.0.0/5,DENY
1159,8.2.0.0/19,8.0.0.0/9,DENY
1160,4.7.4.0/27,6.8.6.2/31,DENY
1161,8.2.3.0/31,0.0.0.0/5,DENY
1162,0.0.0.0/4,6.0.0.0/12,ALLOW
1163,1.4.10.0/28,2.2.9.0/25,DENY
1164,6.5.0.0/20,4.4.0.0/15,ALLOW
1165,0.0.0.0/1,0.0.0.0/6,ALLOW
1166,1.4.0.0/17,8.9.3.4/30,ALLOW
1167,2.0.0.0/9,0.0.0.0/4,DENY
1168,2.0.0.0/11,10.0.0.0/13,DENY
1169,8.10.1.0/28,2.0.0.0/7,ALLOW
1170,10.0.0.0/12,10.1.0.0/17,DENY
1171,5.8.0.0/21,5.9.9.6,ALLOW
1172,10.1.4.0/27,6.10.0.0/15,ALLOW
1173,9.8.2.0/28,0.0.0.0/5,ALLOW
1174,0.0.0.0/1,1.8.2.9,ALLOW
1175,7.8.0.0/18,8.10.0.0/15,ALLOW
1176,9.7.0.0/20,4.4.0.0/14,DENY
1177,1.0.0.0/8,0.0.0.0/6,ALLOW
1178,9.4.0.0/14,10.8.0.0/18,DENY
1179,7.8.0.0/14,9.7.6.0/28,DENY
1180,7.5.9.0/28,7.7.0.0/18,DENY
1181,7.2.0.0/18,0.0.0.0/2,DENY
1182,0.0.0.0/1,2.4.0.0/21,DENY
1183,9.6.0.0/21,8.6.9.2/31,DENY
1184,2.0.0.0/14,0.0.0.0/2,DENY
1185,7.10.0.0/17,8.8.4.0/23,DENY
1186,8.0.0.0/5,4.0.0.0/10,ALLOW
1187,5.10.0.0/18,9.0.0.0/12,ALLOW
1188,3.7.0.0/17,6.0.0.0/9,DENY
1189,6.4.0.0/20,8.8.0.0/15,DENY
1190,10.8.3.0/27,0.0.0.0/2,ALLOW
1191,2.10.9.0/31,4.0.0.0/6,DENY
1192,9.7.0.0/18,7.0.0.0/13,DENY
1193,9.0.0.0/10,4.7.8.0/22,DENY
1194,9.5.0.0/16,2.7.7.0/28,ALLOW
1195,0.0.0.0/3,9.2.5.0/24,ALLOW
1196,10.0.0.0/9,5.10.2.8/29,DENY
1197,8.10.8.0/22,7.10.3.0/24,DENY
1198,6.8.10.0/23,8.0.0.0/7,ALLOW
1199,9.0.0.0/8,1.7.2.0/26,DENY
1200,9.0.0.0/13,9.1.4.8/31,DENY
1201,0.0.0.0/0,9.7.8.0/24,DENY
1202,0.0.0.0/1,8.0.0.0/9,DENY
1203,1.8.2.0/27,1.2.0.0/20,ALLOW
1204,3.9.4.0/23,0.0.0.0/1,DENY
1205,1.0.0.0/10,0.0.0.0/0,ALLOW
1206,0.0.0.0/3,4.7.0.0/18,ALLOW
1207,8.5.9.0/26,1.2.8.0/30,ALLOW
1208,4.4.1.4/31,8.6.0.0/16,DENY
1209,0.0.0.0/5,5.0.0.0/13,ALLOW
1210,1.1.4.4/31,8.7.9.10,ALLOW
1211,0.0.0.0/3,8.0.0.0/7,DENY
1212,2.7.7.0/28,0.0.0.0/2,ALLOW
1213,2.10.0.0/19,1.2.0.0/20,ALLOW
1214,6.0.0.0/8,9.6.0.0/16,ALLOW
1215,0.0.0.0/7,2.6.0.0/17,DENY
1216,7.2.0.0/19,3.4.0.0/23,DENY
1217,9.4.0.0/14,2.5.0.0/22,DENY
1218,9.6.7.8/29,3.6.10.0/29,ALLOW
1219,3.0.0.0/12,8.2.3.0/30,ALLOW
1220,7.0.0.0/10,9.1.2.0/25,DENY
1221,0.0.0.0/2,6.10.0.0/15,DENY
1222,9.4.8.0/24,7.3.9.8/30,DENY
1223,6.4.0.0/14,7.0.0.0/11,ALLOW
1224,2.8.0.0/15,4.4.0.0/14,ALLOW
1225,2.0.0.0/14,2.5.9.0/25,DENY
1226,5.7.0.0/16,5.0.0.0/8,ALLOW
1227,0.0.0.0/0,0.0.0.0/2,ALLOW
1228,8.0.0.0/13,0.0.0.0/2,ALLOW
1229,3.4.7.4/30,10.0.0.0/11,ALLOW
1230,1.0.0.0/8,4.4.0.0/17,DENY
1231,2.10.7.8/30,10.0.0.0/7,DENY
1232,8.9.10.0/26,2.7.0.0/19,DENY
1233,0.0.0.0/1,7.0.0.0/8,DENY
1234,5.8.2.8/29,8.2.0.0/19,DENY
1235,1.3.4.0/26,5.4.1.0/28,ALLOW
1236,2.6.0.0/22,6.5.0.0/18,DENY
1237,6.0.0.0/13,1.0.0.0/11,ALLOW
1238,10.10.0.0/20,0.0.0.0/4,DENY
1239,8.10.0.0/16,8.6.0.0/16,DENY
1240,0.0.0.0/3,8.1.7.2/31,ALLOW
1241,2.3.0.0/20,0.0.0.0/2,DENY
1242,3.0.0.0/10,4.3.7.0/28,ALLOW
1243,8.9.7.0/27,0.0.0.0/1,DENY
1244,9.3.2.0/25,8.8.0.0/16,DENY
1245,9.0.0.0/9,4.8.0.0/23,DENY
1246,0.0.0.0/2,2.1.3.2/31,ALLOW
1247,0.0.0.0/3,5.2.0.0/15,ALLOW
1248,1.10.7.4/31,10.4.10.0/24,DENY
1249,1.10.2.0/23,9.0.0.0/12,ALLOW
1250,2.1.8.0/25,8.3.8.0/21,ALLOW
1251,6.2.7.0/25,10.0.0.0/9,ALLOW
1252,1.1.0.0/18,8.8.8.9,ALLOW
1253,2.1.0.0/20,7.8.1.9,ALLOW
1254,6.0.0.0/14,3.0.0.0/10,ALLOW
1255,10.0.0.0/8,5.0.0.0/12,ALLOW
1256,2.0.0.0/7,10.3.0.0/19,DENY
1257,5.0.0.0/8,0.0.0.0/6,ALLOW
1258,0.0.0.0/3,6.10.9.2/31,ALLOW
1259,3.10.10.8/29,2.5.9.0/27,DENY
1260,10.0.0.0/13,0.0.0.0/3,DENY
1261,9.9.0.0/23,0.0.0.0/5,ALLOW
1262,0.0.0.0/2,2.9.7.0/30,DENY
1263,7.4.0.0/17,2.0.0.0/10,DENY
1264,9.5.0.0/21,3.2.0.0/16,ALLOW
1265,5.6.6.0/29,1.1.2.0/26,DENY
1266,5.0.0.0/10,4.0.0.0/6,ALLOW
1267,7.4.8.0/23,9.0.0.0/11,ALLOW
1268,0.0.0.0/6,8.8.0.0/21,ALLOW
1269,0.0.0.0/1,7.6.10.0/28,DENY
1270,0.0.0.0/2,2.0.0.0/9,DENY
1271,4.8.0.0/14,2.0.0.0/13,DENY
1272,7.0.0.0/15,0.0.0.0/4,ALLOW
1273,5.10.6.0/24,3.0.0.0/12,DENY
1274,6.1.6.0/26,8.1.0.0/16,ALLOW
1275,9.4.2.0/29,10.0.0.0/12,DENY
1276,8.2.5.0/28,10.4.0.0/17,DENY
1277,1.6.5.0/28,9.1.0.0/17,DENY
1278,6.2.0.0/15,10.2.4.0/23,DENY
1279,7.0.0.0/10,0.0.0.0/4,DENY
1280,3.8.3.2,4.0.0.0/7,DENY
1281,7.8.0.0/13,0.0.0.0/1,DENY
1282,8.0.0.0/8,4.4.0.0/14,DENY
1283,7.0.0.0/13,4.0.0.0/14,DENY
1284,0.0.0.0/4,5.7.7.0/27,DENY
1285,2.9.2.0/24,9.0.0.0/8,ALLOW
1286,3.9.4.0/23,8.2.8.0/30,DENY
1287,10.0.0.0/10,8.9.2.0/24,DENY
1288,6.8.0.0/13,0.0.0.0/3,DENY
1289,5.0.0.0/10,9.5.2.8/29,ALLOW
1290,3.4.6.0/23,8.6.0.0/17,ALLOW
1291,0.0.0.0/0,3.0.0.0/12,ALLOW
1292,4.0.0.0/15,3.0.0.0/10,DENY
1293,9.10.0.0/19,0.0.0.0/4,ALLOW
1294,8.0.0.0/6,3.7.8.0/23,DENY
1295,0.0.0.0/1,0.0.0.0/5,DENY
1296,9.0.0.0/9,8.9.0.0/18,DENY
1297,7.2.10.0/26,7.4.8.0/25,ALLOW
1298,4.0.0.0/11,4.0.0.0/7,ALLOW
1299,2.10.2.0/23,9.1.6.0/23,ALLOW
1300,6.3.0.0/17,8.2.0.0/15,ALLOW
1301,7.8.8.0/27,6.0.0.0/12,DENY
1302,4.0.0.0/6,5.0.0.0/13,ALLOW
1303,4.10.8.0/22,10.0.0.0/12,ALLOW
1304,7.5.1.1,10.0.0.0/10,DENY
1305,6.6.5.7,2.4.0.0/14,ALLOW
1306,1.9.5.0/27,4.0.0.0/7,DENY
1307,4.9.10.7,8.5.5.0/28,ALLOW
1308,6.7.9.4/31,8.0.0.0/13,ALLOW
1309,10.0.0.0/11,7.2.0.0/18,DENY
1310,6.1.1.2,5.9.0.0/17,DENY
1311,0.0.0.0/4,7.3.8.0/25,ALLOW
1312,2.0.0.0/10,6.9.5.0/26,DENY
1313,0.0.0.0/1,9.3.9.0/24,DENY
1314,5.7.5.0/25,6.0.0.0/7,ALLOW
1315,1.5.3.0/28,2.8.2.0/24,DENY
1316,6.0.0.0/13,8.0.0.0/7,DENY
1317,0.0.0.0/4,7.5.3.0/27,DENY
1318,7.6.2.5,7.3.6.0/26,DENY
1319,7.5.3.0/26,9.1.2.4/31,DENY
1320,9.2.2.0/25,0.0.0.0/5,DENY
1321,9.0.0.0/9,5.0.0.0/11,DENY
1322,10.1.8.0/23,10.4.0.0/20,DENY
1323,0.0.0.0/5,8.3.3.8/30,DENY
1324,8.0.0.0/6,7.3.0.0/17,ALLOW
1325,6.5.0.0/17,3.7.4.0/26,DENY
1326,9.9.8.0/28,10.0.0.0/8,ALLOW
1327,0.0.0.0/5,0.0.0.0/4,DENY
1328,7.3.0.0/20,8.0.0.0/11,ALLOW
1329,4.6.0.0/19,8.0.0.0/12,DENY
1330,0.0.0.0/5,3.0.0.0/14,ALLOW
1331,10.9.0.0/16,5.7.5.1,DENY
1332,3.0.0.0/9,0.0.0.0/5,ALLOW
1333,10.4.4.0/22,0.0.0.0/1,DENY
1334,0.0.0.0/1,8.0.0.0/11,ALLOW
1335,7.9.5.6/31,5.2.2.2,DENY
1336,7.10.0.0/19,9.8.0.0/13,ALLOW
1337,1.5.0.0/23,0.0.0.0/3,ALLOW
1338,7.0.0.0/15,0.0.0.0/6,ALLOW
1339,0.0.0.0/2,10.6.0.0/20,DENY
1340,0.0.0.0/5,2.6.0.0/20,ALLOW
1341,10.1.0.0/22,8.0.0.0/10,DENY
1342,5.0.0.0/8,3.6.9.0/28,DENY
1343,4.4.4.2/31,3.6.0.0/18,ALLOW
1344,3.8.0.0/19,6.9.0.0/16,DENY
1345,4.0.0.0/6,6.0.0.0/9,ALLOW
1346,5.7.0.0/21,8.0.0.0/6,DENY
1347,0.0.0.0/1,3.0.0.0/9,DENY
1348,6.0.0.0/7,0.0.0.0/4,DENY
1349,5.0.0.0/9,8.0.0.0/10,DENY
1350,0.0.0.0/5,2.6.0.0/20,DENY
1351,7.5.6.8/31,6.1.5.0/31,DENY
1352,10.0.0.0/9,8.4.0.0/14,DENY
1353,5.0.0.0/12,0.0.0.0/0,DENY
1354,0.0.0.0/2,2.8.0.0/23,ALLOW
1355,0.0.0.0/3,10.3.3.0/31,ALLOW
1356,8.0.0.0/5,5.6.0.0/19,ALLOW
1357,8.0.0.0/5,8.8.0.0/13,DENY
1358,5.4.0.0/14,0.0.0.0/1,DENY
1359,9.5.10.0/28,9.4.0.0/14,ALLOW
1360,0.0.0.0/5,5.0.0.0/11,DENY
1361,5.3.7.8/30,3.10.10.0/29,ALLOW
1362,9.6.0.0/16,10.4.0.0/18,DENY
1363,0.0.0.0/3,3.6.8.0/23,DENY
1364,9.2.0.0/21,2.5.4.0/29,ALLOW
1365,4.6.1.0/26,10.8.9.0/27,DENY
1366,3.0.0.0/11,9.10.10.4/31,ALLOW
1367,4.0.0.0/11,6.0.0.0/10,ALLOW
1368,0.0.0.0/3,2.8.0.0/18,ALLOW
1369,10.1.4.0/27,0.0.0.0/1,DENY
1370,0.0.0.0/7,0.0.0.0/0,ALLOW
1371,5.10.4.0/22,3.2.0.0/15,DENY
1372,8.8.10.1,7.7.0.0/18,ALLOW
1373,8.0.0.0/7,0.0.0.0/0,ALLOW
1374,6.5.8.0/30,0.0.0.0/0,ALLOW
1375,2.6.10.0/30,5.0.0.0/12,ALLOW
1376,6.0.0.0/9,10.4.6.0/23,ALLOW
1377,9.1.10.8/29,2.6.4.0/27,ALLOW
1378,5.3.0.0/18,8.0.0.0/8,DENY
1379,0.0.0.0/1,4.3.4.1,ALLOW
1380,8.8.0.0/15,9.4.0.0/17,DENY
1381,1.1.1.6/31,10.6.9.0/30,DENY
1382,2.0.0.0/10,4.0.0.0/7,ALLOW
1383,10.8.0.0/19,2.5.5.0/27,ALLOW
1384,8.0.0.0/6,5.0.0.0/9,DENY
1385,1.0.0.0/13,8.0.0.0/12,ALLOW
1386,6.9.4.0/26,9.10.0.0/19,DENY
1387,9.0.0.0/15,1.1.0.0/18,DENY
1388,4.0.0.0/9,7.1.4.0/22,ALLOW
1389,6.0.0.0/11,10.8.10.6/31,DENY
1390,5.2.0.0/19,10.5.0.0/20,ALLOW
1391,2.2.0.0/16,0.0.0.0/6,DENY
1392,0.0.0.0/2,0.0.0.0/0,ALLOW
1393,8.8.0.0/14,9.1.7.2,DENY
1394,0.0.0.0/1,5.2.0.0/16,DENY
1395,0.0.0.0/4,1.9.7.0/30,DENY
1396,3.0.0.0/13,8.0.0.0/6,ALLOW
1397,8.0.0.0/11,2.0.0.0/11,ALLOW
1398,0.0.0.0/2,0.0.0.0/4,ALLOW
1399,8.0.0.0/6,7.7.1.8/31,ALLOW
1400,1.3.7.0/24,9.0.0.0/13,ALLOW
1401,3.0.0.0/13,0.0.0.0/3,DENY
1402,10.1.2.0/27,0.0.0.0/2,DENY
1403,8.0.0.0/6,8.0.0.0/5,ALLOW
1404,5.7.9.4/30,2.0.0.0/10,DENY
1405,9.0.0.0/8,8.8.0.0/16,DENY
1406,1.5.0.0/16,8.0.0.0/11,DENY
1407,2.8.5.0/27,0.0.0.0/5,DENY
1408,7.3.6.0/28,4.10.6.0/29,DENY
1409,0.0.0.0/3,1.7.3.0/29,DENY
1410,4.5.8.0/23,9.0.0.0/11,DENY
1411,5.0.0.0/10,6.8.3.0/28,ALLOW
1412,3.6.7.0/29,1.0.0.0/9,DENY
1413,4.2.3.8/29,0.0.0.0/2,DENY
1414,4.0.0.0/10,0.0.0.0/5,ALLOW
1415,10.9.6.0/23,7.2.4.0/22,ALLOW
1416,4.1.4.0/23,1.10.0.0/20,DENY
1417,4.0.0.0/6,3.8.5.1,ALLOW
1418,6.0.0.0/9,2.0.0.0/7,DENY
1419,10.7.9.4/30,8.0.0.0/7,DENY
1420,2.9.0.0/20,5.4.10.0/26,ALLOW
1421,4.2.0.0/16,8.8.9.0/26,ALLOW
1422,0.0.0.0/2,5.8.1.0/31,DENY
1423,9.7.4.8/31,10.1.0.0/19,DENY
1424,3.2.0.0/15,0.0.0.0/3,DENY
1425,6.3.3.4/30,2.0.0.0/13,DENY
1426,6.8.0.0/15,0.0.0.0/4,ALLOW
1427,0.0.0.0/3,3.6.1.8/31,DENY
1428,1.8.0.0/18,10.6.0.0/16,ALLOW
1429,6.10.7.2,5.3.3.8/29,ALLOW
1430,10.5.7.10,8.2.5.8/29,ALLOW
1431,5.8.0.0/14,2.4.8.0/28,ALLOW
1432,4.8.0.0/21,5.5.3.0/28,ALLOW
1433,10.0.0.0/7,6.0.0.0/7,ALLOW
1434,10.1.0.0/16,1.0.0.0/10,DENY
1435,9.1.0.0/21,8.0.0.0/5,ALLOW
1436,8.0.0.0/7,2.8.5.0/30,DENY
1437,4.4.8.0/22,2.6.10.0/23,DENY
1438,10.4.10.8/31,10.7.10.0/25,ALLOW
1439,0.0.0.0/1,7.7.4.0/23,ALLOW
1440,10.8.2.0/23,8.9.2.0/26,DENY
1441,8.5.9.4/30,0.0.0.0/0,ALLOW
1442,7.9.0.0/17,3.8.0.0/16,DENY
1443,0.0.0.0/3,9.2.0.0/16,DENY
1444,3.10.0.0/17,7.10.4.0/23,DENY
1445,4.0.0.0/10,5.1.2.0/25,ALLOW
1446,6.7.0.0/18,8.4.0.0/19,DENY
1447,2.2.4.0/26,0.0.0.0/6,ALLOW
1448,5.0.0.0/13,6.6.6.0/28,ALLOW
1449,9.1.0.0/16,3.4.9.8/31,DENY
1450,3.0.0.0/8,9.1.0.0/16,DENY
1451,2.0.0.0/11,10.1.8.0/21,DENY
1452,8.0.0.0/5,6.10.0.0/20,ALLOW
1453,6.4.0.0/20,1.9.9.0/30,ALLOW
1454,6.4.8.0/28,3.5.0.0/18,ALLOW
1455,6.3.3.0/30,3.4.0.0/16,DENY
1456,4.0.0.0/6,9.10.8.0/22,DENY
1457,8.9.0.0/20,0.0.0.0/3,ALLOW
1458,10.6.4.0/26,10.0.0.0/10,ALLOW
1459,3.2.9.0/27,9.0.0.0/9,DENY
1460,0.0.0.0/0,10.0.0.0/7,ALLOW
1461,0.0.0.0/3,8.0.0.0/6,DENY
1462,6.8.3.0/27,0.0.0.0/1,DENY
1463,1.10.2.0/24,1.6.5.0/28,ALLOW
1464,5.0.0.0/8,3.4.9.2,ALLOW
1465,6.0.0.0/14,10.3.9.0/27,DENY
1466,9.4.0.0/17,2.0.0.0/14,DENY
1467,1.0.0.0/11,1.5.10.0/23,DENY
1468,2.0.0.0/8,5.8.0.0/15,ALLOW
1469,10.0.0.0/8,0.0.0.0/6,DENY
1470,8.0.0.0/7,7.6.0.0/17,ALLOW
1471,7.8.3.9,0.0.0.0/2,ALLOW
1472,0.0.0.0/2,0.0.0.0/1,ALLOW
1473,6.0.0.0/7,2.7.3.0/24,ALLOW
1474,1.9.0.0/21,7.4.0.0/15,DENY
1475,3.5.0.0/17,9.1.3.8/29,DENY
1476,0.0.0.0/3,0.0.0.0/4,ALLOW
1477,9.8.6.0/23,8.9.0.0/23,ALLOW
1478,9.6.0.0/21,9.3.6.10/31,ALLOW
1479,2.8.0.0/22,5.0.0.0/9,DENY
1480,10.0.0.0/15,8.7.6.8/29,DENY
1481,4.0.0.0/13,3.1.0.0/20,DENY
1482,3.8.0.0/13,0.0.0.0/5,DENY
1483,5.5.10.0/25,6.3.0.0/19,ALLOW
1484,4.9.0.0/19,1.10.1.0/24,ALLOW
1485,9.1.0.0/18,2.0.0.0/7,ALLOW
1486,8.0.0.0/6,3.4.2.10,ALLOW
1487,0.0.0.0/6,6.7.1.0/25,DENY
1488,2.8.0.0/14,0.0.0.0/0,DENY
1489,2.6.1.0/25,0.0.0.0/5,DENY
1490,5.0.0.0/9,1.1.4.0/22,ALLOW
1491,1.10.7.0/25,10.0.0.0/9,DENY
1492,8.0.0.0/5,7.0.0.0/11,ALLOW
1493,8.0.0.0/11,0.0.0.0/4,DENY
1494,9.9.8.0/26,7.3.0.0/19,DENY
1495,3.0.0.0/10,7.0.0.0/11,DENY
1496,8.2.5.8/31,3.6.2.0/23,DENY
1497,0.0.0.0/1,4.10.0.0/19,ALLOW
1498,4.1.2.8/31,0.0.0.0/4,DENY
1499,0.0.0.0/3,4.0.0.0/15,ALLOW
1500,0.0.0.0/6,7.8.0.0/14,ALLOW
1501,1.1.1.1,1.1.1.1,DENY
